Last Name,ID,Availability,Midterm 1
Moore,9cb42077-3337-45d9-8b72-1724b7f15c47,Yes,14
Schabert,5fed8997-dfb1-407f-bd60-9b153408baab,Yes,12
Ashby,1521858e-cd5d-4590-84f7-359fcd7827ca,Yes,42
Carrau,f77d597c-70cb-4177-89ae-1657dbe49223,Yes,35
Spencer,29e08c05-9851-4f0c-9823-c5d5f5a51be5,Yes,8
Newsom,de29429c-85aa-47b3-98ea-43a89a5debe3,Yes,25
Doling,cbac21a8-f895-4243-8e3d-73984993d9e3,Yes,29
Maioni,c1fb3f27-f992-485b-aa50-725dd7d61e1f,Yes,44
Chisholm,b0c04d73-174a-4d7c-97bb-426ee035e4cd,Yes,37
Sagesser,c41e4a0e-d396-477b-be73-9a1e0ce40dfe,Yes,10
Weir,3401e262-76f5-410c-88ac-25ad63022123,Yes,31
Parr,2a3e2554-993f-4c8c-ac96-171904f12651,Yes,7
Thayer,d51fbc6e-c5a3-4c4b-8ccb-7375281d80da,Yes,33
Hipkins,4c316dc4-99b9-41c1-ab64-4ae7e38624e7,Yes,40
Caldwell,453646ca-1b58-4e86-93f5-9b46e860f487,Yes,44
Ryerson,a7999427-048e-4307-96ea-368192902d59,Yes,38
Bonnell,497ff0e4-019d-4cc2-ad7e-7a905d29c36c,Yes,22
Caldwell,f866af22-1249-4f87-838f-4da780558350,Yes,7
Abelson,6cf82831-5559-42c3-a00f-1922cde598c3,Yes,13
Beckwith,8eec1226-29e9-4676-b06b-ff060b186fa3,Yes,12
Meyer,3608b940-5e80-4d9d-b334-ee79717660e8,Yes,44
Harper,ef9d5ed2-0fbc-4cab-bb98-8861841a5f94,Yes,5
de Brito,d2f7ab13-0794-43a9-b499-dbdbe62e30b0,Yes,15
Young,27b05902-8a90-4c8d-94ee-0b05bc48de20,Yes,18
Endres,490711ad-30d0-41e0-a9f0-778c49e3c6ad,Yes,19
Allison,8182dbe2-05f0-4940-92e3-427ecafaa76a,Yes,40
Minahan,a6349d40-34ef-4ea6-b9b2-46b929f53524,Yes,24
Marvin,3b86f72d-c34d-4b45-88dc-0b2d56dda397,Yes,19
Appleton,92a32279-22ec-4508-9fef-a084cf6a13c1,Yes,4
Clarke,9bdda881-d577-4fb3-8381-043b805c9e76,Yes,40
Colley,ed886e83-fec3-403d-b88b-ba9a2eb29a6f,Yes,36
Baimbrigge,96d625b3-dc0d-46e7-afab-cbc6e5597e96,Yes,20
Leader,3cef3983-ea51-4410-b385-a0b159457eda,Yes,37
Ovies y Rodriguez,3e83065b-3b1b-4fa3-8004-24dad58cddff,Yes,9
